link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe,publisher,weightCategory,appearanceRaw,appearances,minorAppearances,picLink,superName,fullName,nickName
http://dc.wikia.com/wiki/Silver_Monkey_(New_Earth),Male,"5' 6""",130 lbs (59 kg),"Detective Comics  #685(May, 1995)","May, 1995",1995,66,130,Silver Monkey,New Earth,DC,normal,"[' 15 Appearances of Silver Monkey (New Earth)\n', ' 4 Images featuring Silver Monkey (New Earth)\n']",15,0,https://vignette.wikia.nocookie.net/marvel_dc/images/d/df/Silver_Monkey_01.png/revision/latest?cb=20110504081213,Silver Monkey,Unknown,
http://dc.wikia.com/wiki/Soseh_Mykros_(New_Earth),Female,"5' 9""",130 lbs (59 kg),"JSA Annual  #1(October, 2000)","October, 2000",2000,69,130,Soseh Mykros,New Earth,DC,normal,"[' 17 Appearances of Soseh Mykros (New Earth)\n', ' 9 Images featuring Soseh Mykros (New Earth)\n']",17,0,https://vignette.wikia.nocookie.net/marvel_dc/images/c/c6/Nemesis_Soseh_Mykros_0001.jpg/revision/latest?cb=20130326102159,Nemesis,Soseh Mykros,
http://dc.wikia.com/wiki/Susan_Linden_(New_Earth),Female,"5' 11""",130 lbs (59 kg),"Adventure Comics  #428(August, 1973)","August, 1973",1973,71,130,Susan Linden,New Earth,DC,under,"[' 28 Appearances of Susan Linden (New Earth)\n', ' 8 Images featuring Susan Linden (New Earth)\n']",28,0,https://vignette.wikia.nocookie.net/marvel_dc/images/6/60/Black_Orchid_0001.jpg/revision/latest?cb=20120825184735,Black Orchid,Susan Linden,
http://dc.wikia.com/wiki/Sweeney_(New_Earth),Female,"5' 8""",130 lbs (59 kg),"Aquaman Vol 6  #2(March, 2003)","March, 2003",2003,68,130,Sweeney,New Earth,DC,normal,"[' 9 Appearances of Sweeney (New Earth)\n', ' 2 Images featuring Sweeney (New Earth)\n']",9,0,https://vignette.wikia.nocookie.net/marvel_dc/images/2/2d/McCaffrey_Sweeney_01.jpg/revision/latest?cb=20110401133110,Sweeney,Unknown,
http://dc.wikia.com/wiki/Sylvia_Danvers_(New_Earth),Female,"5' 5""",130 lbs (59 kg),"Supergirl Vol 4  #1(September, 1996)","September, 1996",1996,65,130,Sylvia Danvers,New Earth,DC,normal,"[' 27 Appearances of Sylvia Danvers (New Earth)\n', ' 1 Images featuring Sylvia Danvers (New Earth)\n']",27,0,https://vignette.wikia.nocookie.net/marvel_dc/images/7/74/Fred_and_Sylvia_Danvers.png/revision/latest?cb=20110324233352,Sylvia Danvers,Sylvia Danvers,
http://dc.wikia.com/wiki/Tasmia_Mallor_(Earth-Prime),Female,"5' 7""",130 lbs (59 kg),"Teen Titans/Legion Special  #1(November, 2004)","November, 2004",2004,67,130,Tasmia Mallor,Earth-Prime,DC,normal,"[' 50 Appearances of Tasmia Mallor (Earth-Prime)\n', ' 16 Images featuring Tasmia Mallor (Earth-Prime)\n']",50,0,https://vignette.wikia.nocookie.net/marvel_dc/images/f/f8/Shadow_Lass_%28Tasmia_Mallor%29.jpg/revision/latest?cb=20150524215341,Shadow Lass,Tasmia Mallor,
http://dc.wikia.com/wiki/Timothy_Drake_(DCAU),Male,"5' 6""",130 lbs (59 kg),"""Sins of the Father""(September, 1997)","September, 1997",1997,66,130,Timothy Drake,DCAU,DC,normal,"[' 89 Appearances of Timothy Drake (DCAU)\n', ' 19 Images featuring Timothy Drake (DCAU)\n']",89,0,https://vignette.wikia.nocookie.net/marvel_dc/images/2/2b/Timothy_Drake_%28DCAU%29_001.jpg/revision/latest?cb=20090605162723,Robin,Timothy Drake,
http://dc.wikia.com/wiki/Tina_McGee_(New_Earth),Female,"5' 8""",130 lbs (59 kg),"Flash Vol 2  #3(August, 1987)","August, 1987",1987,68,130,Tina McGee,New Earth,DC,normal,"[' 42 Appearances of Tina McGee (New Earth)\n', ' 6 Images featuring Tina McGee (New Earth)\n']",42,0,https://vignette.wikia.nocookie.net/marvel_dc/images/5/55/Tina_McGee_002.jpg/revision/latest?cb=20120224194805,Tina McGee,Tina McGee,
http://dc.wikia.com/wiki/Tracey_Buxton_(Arkhamverse),Female,"5' 8""",130 lbs (59 kg),"Batman: Arkham Origins(October 25, 2013)",25-Oct-13,2013,68,130,Tracey Buxton,Arkhamverse,DC,normal,"[' 1 Appearances of Tracey Buxton (Arkhamverse)\n', ' 2 Images featuring Tracey Buxton (Arkhamverse)\n']",1,0,https://vignette.wikia.nocookie.net/marvel_dc/images/3/37/Tracey_Buxton_%28Arkhamverse%29_001.png/revision/latest?cb=20131025180459,Tracey Buxton,Tracey Buxton,
http://dc.wikia.com/wiki/Tsaritsa_(New_Earth),Female,"5' 10""",130 lbs (59 kg),"JLA  #47(November, 2000)","November, 2000",2000,70,130,Tsaritsa,New Earth,DC,under,"[' 12 Appearances of Tsaritsa (New Earth)\n', ' 1 Images featuring Tsaritsa (New Earth)\n']",12,0,https://vignette.wikia.nocookie.net/marvel_dc/images/6/6e/Tsaritsa_%28New_Earth%29.jpg/revision/latest?cb=20110204210520,Queen of Fables,Tsaritsa,
http://dc.wikia.com/wiki/Valda_(New_Earth),Female,"5' 6""",130 lbs (59 kg),"Arak  #3(November, 1981)","November, 1981",1981,66,130,Valda,New Earth,DC,normal,"[' 29 Appearances of Valda (New Earth)\n', ' 4 Images featuring Valda (New Earth)\n']",29,0,https://vignette.wikia.nocookie.net/marvel_dc/images/4/43/Valda_0001.jpg/revision/latest?cb=20180222145633,Iron Maiden,Valda,
http://dc.wikia.com/wiki/Valentina_Vostok_(New_Earth),Female,"5' 5""",130 lbs (59 kg),"Showcase  #94(September, 1977)","September, 1977",1977,65,130,Valentina Vostok,New Earth,DC,normal,"[' 84 Appearances of Valentina Vostok (New Earth)\n', ' 17 Images featuring Valentina Vostok (New Earth)\n']",84,0,https://vignette.wikia.nocookie.net/marvel_dc/images/3/32/Valentina_Vostok_White_Queen_001.jpg/revision/latest?cb=20121009072146,White Queen,Valentina Vostok,
http://dc.wikia.com/wiki/Vanessa_Kapatelis_(New_Earth),Female,"5' 6""",130 lbs (59 kg),"Wonder Woman Vol 2  #3(April, 1987)","April, 1987",1987,66,130,Vanessa Kapatelis,New Earth,DC,normal,"[' 83 Appearances of Vanessa Kapatelis (New Earth)\n', ' 7 Images featuring Vanessa Kapatelis (New Earth)\n']",83,0,https://vignette.wikia.nocookie.net/marvel_dc/images/9/9e/Vanessa_Kapatelis_02.jpg/revision/latest?cb=20120918201901,Silver Swan,Vanessa Jane Kapatelis,
http://dc.wikia.com/wiki/Querl_Dox_(Earth-Prime),Male,"5' 7""",135 lbs (61 kg),"Teen Titans/Legion Special  #1(November, 2004)","November, 2004",2004,67,135,Querl Dox,Earth-Prime,DC,normal,"[' 64 Appearances of Querl Dox (Earth-Prime)\n', ' 23 Images featuring Querl Dox (Earth-Prime)\n']",64,0,https://vignette.wikia.nocookie.net/marvel_dc/images/8/82/LSHv5-1.jpg/revision/latest?cb=20160803180808,Brainiac 5,Querl Dox,
http://dc.wikia.com/wiki/Rebecca_Jones_(New_Earth),Female,"5' 9""",135 lbs (61 kg),"Batman and the Outsiders  #8(March, 1984)","March, 1984",1984,69,135,Rebecca Jones,New Earth,DC,normal,"[' 25 Appearances of Rebecca Jones (New Earth)\n', ' 8 Images featuring Rebecca Jones (New Earth)\n']",25,0,https://vignette.wikia.nocookie.net/marvel_dc/images/e/e4/New_Wave_0003.jpg/revision/latest?cb=20150330103731,New Wave,"Rebecca ""Becky"" Jones",Becky Jones
http://dc.wikia.com/wiki/Reep_Daggle_(Earth-Prime),Male,"5' 9""",135 lbs (61 kg),"Teen Titans/Legion Special  #1(November, 2004)","November, 2004",2004,69,135,Reep Daggle,Earth-Prime,DC,normal,"[' 47 Appearances of Reep Daggle (Earth-Prime)\n', ' 15 Images featuring Reep Daggle (Earth-Prime)\n']",47,0,https://vignette.wikia.nocookie.net/marvel_dc/images/2/2c/Reep_Daggle_%28New_Earth%29_0001.jpg/revision/latest?cb=20070930111613,Chameleon,Reep Daggle,
http://dc.wikia.com/wiki/Reep_Daggle_(Post-Zero_Hour),Male,"5' 9""",135 lbs (61 kg),"Legionnaires  #0(October, 1994)","October, 1994",1994,69,135,Reep Daggle,Post-Zero Hour,DC,normal,"[' 135 Appearances of Reep Daggle (Post-Zero Hour)\n', ' 14 Images featuring Reep Daggle (Post-Zero Hour)\n']",135,0,https://vignette.wikia.nocookie.net/marvel_dc/images/4/49/Chameleon_01.jpg/revision/latest?cb=20081022195102,Chameleon,Reep Daggle,
http://dc.wikia.com/wiki/Reep_Daggle_(Pre-Zero_Hour),Male,"5' 9""",135 lbs (61 kg),"Action Comics  #267(August, 1960)","August, 1960",1960,69,135,Reep Daggle,Pre-Zero Hour,DC,normal,"[' 368 Appearances of Reep Daggle (Pre-Zero Hour)\n', ' 23 Images featuring Reep Daggle (Pre-Zero Hour)\n']",368,0,https://vignette.wikia.nocookie.net/marvel_dc/images/3/3c/Legion_of_Super-Heroes_Vol_7_1_Textless.jpg/revision/latest?cb=20110726224028,Chameleon Boy,Reep Daggle,
http://dc.wikia.com/wiki/Rita_Farr_(New_Earth),Female,"5' 6""",135 lbs (61 kg),"My Greatest Adventure  #80(June, 1963)","June, 1963",1963,66,135,Rita Farr,New Earth,DC,normal,"[' 170 Appearances of Rita Farr (New Earth)\n', ' 76 Images featuring Rita Farr (New Earth)\n']",170,0,https://vignette.wikia.nocookie.net/marvel_dc/images/c/c9/Rita_Farr_%28New_Earth%29_004.png/revision/latest?cb=20090807222227,Elasti-Woman,Rita Farr,
http://dc.wikia.com/wiki/Rol_Purtha_(Earth-Prime),Male,"5' 6""",135 lbs (61 kg),"Supergirl and the Legion of Super-Heroes  #18(July, 2006)","July, 2006",2006,66,135,Rol Purtha,Earth-Prime,DC,normal,"[' 9 Appearances of Rol Purtha (Earth-Prime)\n', ' 3 Images featuring Rol Purtha (Earth-Prime)\n']",9,0,https://vignette.wikia.nocookie.net/marvel_dc/images/3/30/Pol_Purtha.jpg/revision/latest?cb=20070223212016,Dream Boy,Rol Purtha,
http://dc.wikia.com/wiki/Sandra_Wu-San_(Arkhamverse),Female,"5' 7""",135 lbs (61 kg),"Batman: Arkham Origins(October 25, 2013)",25-Oct-13,2013,67,135,Sandra Wu-San,Arkhamverse,DC,normal,"[' 1 Appearances of Sandra Wu-San (Arkhamverse)\n', ' 3 Images featuring Sandra Wu-San (Arkhamverse)\n']",1,0,https://vignette.wikia.nocookie.net/marvel_dc/images/8/82/Sandra_Wu-San_%28Arkhamverse%29.JPG/revision/latest?cb=20131103215709,Shiva,Sandra Wu-San,
http://dc.wikia.com/wiki/Sarah_Rainmaker_(Wildstorm_Universe),Female,"5' 11""",135 lbs (61 kg),"Gen 13  #2(March, 1994)","March, 1994",1994,71,135,Sarah Rainmaker,Wildstorm Universe,DC,under,"[' 121 Appearances of Sarah Rainmaker (Wildstorm Universe)\n', ' 37 Images featuring Sarah Rainmaker (Wildstorm Universe)\n']",121,0,https://vignette.wikia.nocookie.net/marvel_dc/images/1/14/Rainmaker_0001.jpg/revision/latest?cb=20080617233112,Rainmaker,Sarah Rainmaker,
http://dc.wikia.com/wiki/Sasha_Bordeaux_(New_Earth),Female,"5' 7""",135 lbs (61 kg),"Detective Comics  #751(December, 2000)","December, 2000",2000,67,135,Sasha Bordeaux,New Earth,DC,normal,"[' 89 Appearances of Sasha Bordeaux (New Earth)\n', ' 39 Images featuring Sasha Bordeaux (New Earth)\n']",89,0,https://vignette.wikia.nocookie.net/marvel_dc/images/d/d1/Sasha_Bordeaux_016.jpg/revision/latest?cb=20170405175041,Sasha Bordeaux,Sasha Bordeaux,
http://dc.wikia.com/wiki/Stealth_(New_Earth),Female,"5' 11""",135 lbs (61 kg),"L.E.G.I.O.N.  #1(February, 1989)","February, 1989",1989,71,135,Stealth,New Earth,DC,under,"[' 105 Appearances of Stealth (New Earth)\n', ' 6 Images featuring Stealth (New Earth)\n']",105,0,https://vignette.wikia.nocookie.net/marvel_dc/images/3/3a/Stealth_001.jpg/revision/latest?cb=20091029084557,Stealth,Unknown,
http://dc.wikia.com/wiki/Tashana_(Earth-Six),Female,"5' 10""",135 lbs (61 kg),"Crisis on Infinite Earths  #4(July, 1985)","July, 1985",1985,70,135,Tashana,Earth-Six,DC,normal,"[' 90 Appearances of Tashana (Earth-Six)\n', ' 10 Images featuring Tashana (Earth-Six)\n']",90,0,https://vignette.wikia.nocookie.net/marvel_dc/images/2/26/Lady_Quark_001.jpg/revision/latest?cb=20091104144045,Lady Quark,Tashana,
http://dc.wikia.com/wiki/Thomas_Bronson_(New_Earth),Male,"5' 6""",135 lbs (61 kg),"Justice Society of America Vol 3  #1(February, 2007)","February, 2007",2007,66,135,Thomas Bronson,New Earth,DC,normal,"[' 83 Appearances of Thomas Bronson (New Earth)\n', ' 20 Images featuring Thomas Bronson (New Earth)\n']",83,0,https://vignette.wikia.nocookie.net/marvel_dc/images/b/b3/Wildcat_Tom_Bronson_0001.jpg/revision/latest?cb=20130213102021,Tomcat,"Thomas ""Tom"" Bronson",Tom Bronson
http://dc.wikia.com/wiki/Twilight_II_(New_Earth),Female,"5' 7""",135 lbs (61 kg),"Supergirl Vol 4  #15(November, 1997)","November, 1997",1997,67,135,Twilight II,New Earth,DC,normal,"[' 6 Appearances of Twilight II (New Earth)\n', ' 1 Images featuring Twilight II (New Earth)\n']",6,0,https://vignette.wikia.nocookie.net/marvel_dc/images/7/7a/Twilight_II.png/revision/latest?cb=20110125232835,Twilight,Molly ,
http://dc.wikia.com/wiki/Ultragirl_(Earth-3),Female,"5' 5""",135 lbs (61 kg),"Countdown to Final Crisis  #16(January, 2008)","January, 2008",2008,65,135,Ultragirl,Earth-3,DC,normal,"[' 2 Appearances of Ultragirl (Earth-3)\n', ' 1 Images featuring Ultragirl (Earth-3)\n']",2,0,https://vignette.wikia.nocookie.net/marvel_dc/images/a/ab/Ultragirl_Earth-3_001.png/revision/latest?cb=20110109132600,Ultragirl,Unknown,
http://dc.wikia.com/wiki/Dagon_(Team_Titans),Male,"6' 0""",136 lbs (62 kg),"New Titans  #79(September, 1991)","September, 1991",1991,72,136,Dagon,Team Titans,DC,under,"[' 46 Appearances of Dagon (Team Titans)\n', ' 6 Images featuring Dagon (Team Titans)\n']",46,0,https://vignette.wikia.nocookie.net/marvel_dc/images/9/92/Dagon_001.png/revision/latest?cb=20120218115055,Nightrider,Dagon,
http://dc.wikia.com/wiki/Ethan_Kramer_(New_Earth),Male,"5' 7""",136 lbs (62 kg),"Flash Vol 3  #9(April, 2011)","April, 2011",2011,67,136,Ethan Kramer,New Earth,DC,normal,"[' 1 Appearances of Ethan Kramer (New Earth)\n', ' 4 Images featuring Ethan Kramer (New Earth)\n']",1,0,https://vignette.wikia.nocookie.net/marvel_dc/images/d/dc/Elongated_Kid_004.jpg/revision/latest?cb=20120213061155,Elongated Kid,Ethan Kramer,
http://dc.wikia.com/wiki/Hal_Jordan_(Prime_Earth),Male,"6' 2""",136 lbs (62 kg),"Flashpoint Vol 2  #5(October, 2011)","October, 2011",2011,74,136,Hal Jordan,Prime Earth,DC,under,"[' 325 Appearances of Hal Jordan (Prime Earth)\n', ' 242 Images featuring Hal Jordan (Prime Earth)\n']",325,0,https://vignette.wikia.nocookie.net/marvel_dc/images/8/83/Hal_Jordan_and_the_Green_Lantern_Corps_Vol_1_45_Textless_Variant.jpg/revision/latest?cb=20180523193425,Green Lantern,"Harold ""Hal"" Jordan",Hal Jordan
http://dc.wikia.com/wiki/Jill_Carlyle_(New_Earth),Female,"5' 8""",136 lbs (62 kg),"Stars and S.T.R.I.P.E.  #9(April, 2000)","April, 2000",2000,68,136,Jill Carlyle,New Earth,DC,normal,"[' 19 Appearances of Jill Carlyle (New Earth)\n', ' 17 Images featuring Jill Carlyle (New Earth)\n']",19,0,https://vignette.wikia.nocookie.net/marvel_dc/images/f/f0/Crimson_Avenger_Jill_Carlyle_0012.jpg/revision/latest?cb=20121002151136,Crimson Avenger,Jill Carlyle,
http://dc.wikia.com/wiki/Jinx_(Prime_Earth),Female,"5' 9""",136 lbs (62 kg),"Forever Evil  #1(November, 2013)","November, 2013",2013,69,136,Jinx,Prime Earth,DC,normal,"[' 10 Appearances of Jinx (Prime Earth)\n', ' 4 Images featuring Jinx (Prime Earth)\n']",10,0,https://vignette.wikia.nocookie.net/marvel_dc/images/d/dc/Jinx_%28Prime_Earth%29_0001.jpg/revision/latest?cb=20170414001919,Jinx,Unknown,
http://dc.wikia.com/wiki/Lois_Lane_(New_Earth),Female,"5' 6""",136 lbs (62 kg),"The Man of Steel  #1(October, 1986)","October, 1986",1986,66,136,Lois Lane,New Earth,DC,normal,"[' 1,085 Appearances of Lois Lane (New Earth)\n', ' 132 Images featuring Lois Lane (New Earth)\n']",1085,0,https://vignette.wikia.nocookie.net/marvel_dc/images/3/36/Lois_Lane_A_Celebration_of_75_Years_Textless.jpg/revision/latest?cb=20131127223735,Lois Lane,Lois Joanne Lane-Kent,
http://dc.wikia.com/wiki/Samuel_Smith_(Wildstorm_Universe),Male,"6' 3""",136 lbs (62 kg),"Wildcats  #14(October, 2000)","October, 2000",2000,75,136,Samuel Smith,Wildstorm Universe,DC,under,"[' 5 Appearances of Samuel Smith (Wildstorm Universe)\n', '  Images featuring Samuel Smith (Wildstorm Universe)\n']",5,0,https://vignette.wikia.nocookie.net/marvel_dc/images/0/0e/Wildcats_Vol_1_15.jpg/revision/latest?cb=20100606001024,Samuel Smith,Samuel Smith,
http://dc.wikia.com/wiki/Tora_Olafsdotter_(New_Earth),Female,"5' 7""",136 lbs (62 kg),"Justice League International  #12(April, 1988)","April, 1988",1988,67,136,Tora Olafsdotter,New Earth,DC,normal,"[' 241 Appearances of Tora Olafsdotter (New Earth)\n', ' 62 Images featuring Tora Olafsdotter (New Earth)\n']",241,0,https://vignette.wikia.nocookie.net/marvel_dc/images/e/e2/Ice_001.jpg/revision/latest?cb=20091002041916,Ice,Tora Olafsdotter,
http://dc.wikia.com/wiki/Whisper_A%27Daire_(New_Earth),Female,"5' 11""",136 lbs (62 kg),"Detective Comics  #743(April, 2000)","April, 2000",2000,71,136,Whisper A%27Daire,New Earth,DC,normal,"[""  Appearances of Whisper A'Daire (New Earth)\n"", ""  Images featuring Whisper A'Daire (New Earth)\n""]",0,0,https://vignette.wikia.nocookie.net/marvel_dc/images/d/dc/Whisper_A%27Daire_New_Earth_001.png/revision/latest?cb=20140503094815,Snake Fatale,Whisper A'Daire,
http://dc.wikia.com/wiki/Anthro_(New_Earth),Male,"5' 2""",137 lbs (62 kg),"Showcase  #74(May, 1968)","May, 1968",1968,62,137,Anthro,New Earth,DC,over,"[' 39 Appearances of Anthro (New Earth)\n', ' 45 Images featuring Anthro (New Earth)\n']",39,0,https://vignette.wikia.nocookie.net/marvel_dc/images/4/4a/Anthro_002.jpg/revision/latest?cb=20100206020733,Anthro,Anthro,
http://dc.wikia.com/wiki/Aristotle_Rodor_(New_Earth),Male,"5' 8""",137 lbs (62 kg),"Question  #1(February, 1987)","February, 1987",1987,68,137,Aristotle Rodor,New Earth,DC,normal,"[' 48 Appearances of Aristotle Rodor (New Earth)\n', ' 1 Images featuring Aristotle Rodor (New Earth)\n']",48,0,https://vignette.wikia.nocookie.net/marvel_dc/images/9/9b/Aristotle_Rodor.png/revision/latest?cb=20110126155024,"Aristotle ""Tot"" Rodor",Aristotle Rodor,
http://dc.wikia.com/wiki/Celia_Forrestal_(New_Earth),Female,"5' 9""",137 lbs (62 kg),"JLA  #61(February, 2002)","February, 2002",2002,69,137,Celia Forrestal,New Earth,DC,normal,"[' 30 Appearances of Celia Forrestal (New Earth)\n', ' 11 Images featuring Celia Forrestal (New Earth)\n']",30,0,https://vignette.wikia.nocookie.net/marvel_dc/images/0/00/Skyrocket0.png/revision/latest?cb=20120824194019,Skyrocket,Celia Forrestal,
http://dc.wikia.com/wiki/Courtney_Whitmore_(New_Earth),Female,"5' 5"" [1]",137 lbs (62 kg) [1],"Stars and S.T.R.I.P.E.  #0(July, 1999)","July, 1999",1999,65,137,Courtney Whitmore,New Earth,DC,normal,"[' 325 Appearances of Courtney Whitmore (New Earth)\n', ' 114 Images featuring Courtney Whitmore (New Earth)\n']",325,0,https://vignette.wikia.nocookie.net/marvel_dc/images/a/a2/Stargirl_0005.jpg/revision/latest?cb=20150324132938,Stargirl,Courtney Elizabeth Whitmore,
http://dc.wikia.com/wiki/Fay_Moffit_(New_Earth),Female,"5' 6""",137 lbs (62 kg),"Detective Comics  #691(November, 1995)","November, 1995",1995,66,137,Fay Moffit,New Earth,DC,normal,"[' 16 Appearances of Fay Moffit (New Earth)\n', ' 3 Images featuring Fay Moffit (New Earth)\n']",16,0,https://vignette.wikia.nocookie.net/marvel_dc/images/b/b4/Fay_Moffit_01.jpg/revision/latest?cb=20101202112809,Lady Spellbinder,Fay Moffit,
http://dc.wikia.com/wiki/Lonna_Leing_(Post-Zero_Hour),Female,"5' 7""",137 lbs (62 kg),"Legion of Super-Heroes Vol 4  #82(July, 1996)","July, 1996",1996,67,137,Lonna Leing,Post-Zero Hour,DC,normal,"[' 12 Appearances of Lonna Leing (Post-Zero Hour)\n', ' 2 Images featuring Lonna Leing (Post-Zero Hour)\n']",12,0,https://vignette.wikia.nocookie.net/marvel_dc/images/2/23/Lonna_Leing_01.jpg/revision/latest?cb=20120824084725,Insect Queen,Lonna Leing,
http://dc.wikia.com/wiki/Lucia_(New_Earth),Female,"5' 6"" (6'0'' as Blackrock)",137 lbs (62 kg) (205 lbs as Blackrock),"Superman Vol 2  #217(July, 2005)","July, 2005",2005,66,137,Lucia,New Earth,DC,normal,"[' 4 Appearances of Lucia (New Earth)\n', ' 1 Images featuring Lucia (New Earth)\n']",4,0,https://vignette.wikia.nocookie.net/marvel_dc/images/a/a5/Blackrock.jpg/revision/latest?cb=20130710144615,Blackrock,Lucia,
http://dc.wikia.com/wiki/Mary_Pittarese_(Wildstorm_Universe),Female,"5' 8""",137 lbs (62 kg),"Deathblow  #5(May, 1994)","May, 1994",1994,68,137,Mary Pittarese,Wildstorm Universe,DC,normal,"[' 13 Appearances of Mary Pittarese (Wildstorm Universe)\n', ' 1 Images featuring Mary Pittarese (Wildstorm Universe)\n']",13,0,https://vignette.wikia.nocookie.net/marvel_dc/images/f/f0/Sister_Mary_Armageddon.png/revision/latest?cb=20091028225702,Sister Mary,Sister Mary Pittarese,
http://dc.wikia.com/wiki/Weaver_(New_Earth),Male,"5' 7""",137 lbs (62 kg),"Arion Lord of Atlantis  #28(February, 1985)","February, 1985",1985,67,137,Weaver,New Earth,DC,normal,"[' 5 Appearances of Weaver (New Earth)\n', ' 1 Images featuring Weaver (New Earth)\n']",5,0,https://vignette.wikia.nocookie.net/marvel_dc/images/2/20/Weaver_0001.jpg/revision/latest?cb=20141111140854,Weaver,Unknown,
http://dc.wikia.com/wiki/Angela_Hawkins_III_(New_Earth),Female,"5' 11""",138 lbs (63 kg),"New Teen Titans  #14(December, 1981)","December, 1981",1981,71,138,Angela Hawkins III,New Earth,DC,normal,"[' 63 Appearances of Angela Hawkins III (New Earth)\n', ' 8 Images featuring Angela Hawkins III (New Earth)\n']",63,0,https://vignette.wikia.nocookie.net/marvel_dc/images/5/55/Phobia_%28Angela_Hawkins%29_01.jpg/revision/latest?cb=20071103180123,Phobia,Angela Hawkins III,
http://dc.wikia.com/wiki/Angela_Hawkins_III_(Prime_Earth),Female,"5' 11""",138 lbs (63 kg),"Blue Beetle Vol 9  #1(November, 2011)","November, 2011",2011,71,138,Angela Hawkins III,Prime Earth,DC,normal,"[' 6 Appearances of Angela Hawkins III (Prime Earth)\n', ' 7 Images featuring Angela Hawkins III (Prime Earth)\n']",6,0,https://vignette.wikia.nocookie.net/marvel_dc/images/2/25/Angela_Hawkins_III_005.jpg/revision/latest?cb=20111231175633,Phobia,Angela Hawkins III,
http://dc.wikia.com/wiki/Carcharo_(New_Earth),Male,"6' 4""",138 lbs (63 kg),"Infinity Inc.  #25(April, 1986)","April, 1986",1986,76,138,Carcharo,New Earth,DC,under,"[' 7 Appearances of Carcharo (New Earth)\n', ' 2 Images featuring Carcharo (New Earth)\n']",7,0,https://vignette.wikia.nocookie.net/marvel_dc/images/b/bb/Carcharo.jpg/revision/latest?cb=20150922204032,Carcharo,Unknown,
http://dc.wikia.com/wiki/Catwoman_(Selina_Kyle),Female,"5' 7""",138 lbs (63 kg),"Detective Comics  #569(December, 1986)","December, 1986",1986,67,138,Catwoman,Selina Kyle,DC,normal,"['  Appearances of Catwoman (Selina Kyle)\n', '  Images featuring Catwoman (Selina Kyle)\n']",0,0,https://vignette.wikia.nocookie.net/marvel_dc/images/7/7a/Catwoman_0007.jpg/revision/latest?cb=20110523151257,Catwoman,Selina Kyle,
http://dc.wikia.com/wiki/Sala_Nisaba_(New_Earth),Female,"5' 7""",138 lbs (63 kg),Green Lantern Annual Vol 3  #9(2000),2000,2000,67,138,Sala Nisaba,New Earth,DC,normal,"[' 8 Appearances of Sala Nisaba (New Earth)\n', ' 3 Images featuring Sala Nisaba (New Earth)\n']",8,0,https://vignette.wikia.nocookie.net/marvel_dc/images/1/14/Sala_Nisaba_002.jpg/revision/latest?cb=20131206202854,Sala,Sala Nisaba,
http://dc.wikia.com/wiki/Selina_Kyle_(Prime_Earth),Female,"5' 7""",138 lbs (63 kg),"Catwoman Vol 4  #1(November, 2011)","November, 2011",2011,67,138,Selina Kyle,Prime Earth,DC,normal,"[' 231 Appearances of Selina Kyle (Prime Earth)\n', ' 164 Images featuring Selina Kyle (Prime Earth)\n']",231,0,https://vignette.wikia.nocookie.net/marvel_dc/images/e/e8/Catwoman_Vol_4_47_Textless.jpg/revision/latest?cb=20160916171703,Catwoman,Selina Calabrese (birth name)Selina Kyle (legally changed name),
http://dc.wikia.com/wiki/Starfire_(New_Earth),Female,"5' 9""",138 lbs (63 kg),"Starfire  #1(September, 1976)","September, 1976",1976,69,138,Starfire,New Earth,DC,normal,"[' 15 Appearances of Starfire (New Earth)\n', ' 5 Images featuring Starfire (New Earth)\n']",15,0,https://vignette.wikia.nocookie.net/marvel_dc/images/4/4f/Starfire_Earth-One_01.png/revision/latest?cb=20110919114046,Starfire,Starfire,
http://dc.wikia.com/wiki/Eve_Eden_(New_Earth),Female,"5' 8""",139 lbs (63 kg),"Captain Atom (Charlton)  #82(September, 1966)","September, 1966",1966,68,139,Eve Eden,New Earth,DC,normal,"[' 162 Appearances of Eve Eden (New Earth)\n', ' 62 Images featuring Eve Eden (New Earth)\n']",162,0,https://vignette.wikia.nocookie.net/marvel_dc/images/3/38/Nightshade_0002.jpg/revision/latest?cb=20091015230810,Nightshade,Eve Eden,
http://dc.wikia.com/wiki/Jewelee_(New_Earth),Female,"5' 9""",139 lbs (63 kg),"Secret Origins Vol 2  #28(July, 1988)","July, 1988",1988,69,139,Jewelee,New Earth,DC,normal,"[' 37 Appearances of Jewelee (New Earth)\n', ' 22 Images featuring Jewelee (New Earth)\n']",37,0,https://vignette.wikia.nocookie.net/marvel_dc/images/4/47/Jewelee_01.jpg/revision/latest?cb=20120622141555,Jewelee,Unknown,
http://dc.wikia.com/wiki/Mary_Batson_(New_Earth),Female,"5' 6""",139 lbs (63 kg),"Power of Shazam (Graphic Novel)(March, 1994)","March, 1994",1994,66,139,Mary Batson,New Earth,DC,normal,"[' 181 Appearances of Mary Batson (New Earth)\n', ' 70 Images featuring Mary Batson (New Earth)\n']",181,0,https://vignette.wikia.nocookie.net/marvel_dc/images/d/d8/Mary_Marvel_004.jpg/revision/latest?cb=20111010020435,Mary Marvel,Mary Batson,
